PESEL_wlasciciela	id_wlasciciela
66040707105	373
66052886517	374
66071450180	375
66080201887	376
66081501146	377
66082130060	378
67011611290	379
67020855216	380
67021777827	381
67022437717	382
67032058465	383
67032571100	384
67040514269	385
67040759741	386
67041150695	387
67042967171	388
67051825097	389
67061110749	390
67070660543	391
67081491310	392
67082189504	393
68010959879	394
68011651046	395
68021942220	396
68022790617	397
68022922131	398
68032000728	399
68032717574	400
68040708094	401
68043054666	402
68052234215	403
68052425538	404
68062446765	405
68062671725	406
68063174647	407
68071435985	408
68080400280	409
68081414545	410
68081903379	411
69010302292	412
69010552499	413
69012637165	414
69013075070	415
69013184895	416
69020166819	417
69022825875	418
69023062143	419
69030168539	420
69030536239	421
69032114200	422
69032195977	423
69032825807	424
69040425451	425
69052711577	426
69053036196	427
69061323804	428
69070691165	429
69071605291	430
69082693845	431
70012069658	432
70012287342	433
70012316491	434
70020456516	435
70020801408	436
70020991785	437
70032564155	438
70041258386	439
70041340238	440
70041843991	441
70050114156	442
70050871037	443
70051437179	444
70051822032	445
70052059536	446
70052496496	447
70052764984	448
70062507795	449
70063133210	450
70063159731	451
70070304333	452
70071994416	453
70081101879	454
70081560959	455
70082516713	456
71012048184	457
71012377596	458
71013062824	459
71013077280	460
71020407397	461
71021394867	462
71030351925	463
71031018607	464
71031147039	465
71040627344	466
71042124658	467
71052968118	468
71060533751	469
71060537519	470
71060671512	471
71062833682	472
71071501439	473
71072004832	474
71072192667	475
71073028725	476
71073149125	477
72010715166	478
72011492264	479
72012228981	480
72012974929	481
72022265080	482
72023178170	483
72032080972	484
72051646698	485
72060737114	486
72062815890	487
72071493551	488
72080239786	489
72081720313	490
73020416836	491
73020854438	492
73030899030	493
73033158745	494
73040156761	495
73042355588	496
73042942423	497
73051384236	498
73060123990	499
73060270296	500
73060695660	501
73061018659	502
73061185364	503
73062212304	504
73062715630	505
73071007694	506
73071550642	507
73071683368	508
73071962089	509
74010653859	510
74012506162	511
74013018116	512
74020821105	513
74023074920	514
74030233017	515
74030676102	516
74031718461	517
74032617219	518
74040170997	519
74040736665	520
74041730453	521
74043047810	522
74052463812	523
74060800706	524
74062405411	525
74062983807	526
74070433428	527
74070641485	528
74072656672	529
74081448211	530
75011285896	531
75011429377	532
75011892546	533
75012175826	534
75012452095	535
75012799637	536
75030955523	537
75041131336	538
75052056972	539
75052926013	540
75062624851	541
75071588216	542
75081114856	543
75082824109	544
76020399196	545
76023158691	546
76030854522	547
76041535021	548
76042378007	549
76043110365	550
76050723480	551
76052385602	552
76052495954	553
76070490328	554
76072943046	555
76081706229	556
76081894436	557
76082229154	558
76082493795	559
76082861730	560
77010303090	561
77010957251	562
77011711562	563
77012101115	564
77012130830	565
77012684148	566
77013193922	567
77021111929	568
77030500093	569
77031403944	570
77033067908	571
77042650667	572
77050778029	573
77052633757	574
77060761983	575
77060908511	576
77061816590	577
77080177258	578
78010473163	579
78012033222	580
78012102298	581
78020322994	582
78022769951	583
78022937527	584
78030619754	585
78040270527	586
78040380718	587
78040766570	588
78041199586	589
78052821517	590
78061467502	591
78063095875	592
78070253978	593
78072254731	594
78080413100	595
78080701069	596
78082116285	597
78082451481	598
79010262339	599
79010465435	600
79011398491	601
79020151742	602
79022420734	603
79022915915	604
79030766026	605
79032086953	606
79040749796	607
79042185950	608
79051319881	609
79051564328	610
79052146011	611
79060821883	612
79061091566	613
79061445693	614
79062664493	615
79062940890	616
79073149299	617
79080166623	618
80011788546	619
80012185854	620
80020643186	621
80021405211	622
80021681109	623
80022726157	624
80040646891	625
80042165110	626
80050214145	627
80051695475	628
80051770426	629
80053118781	630
80053168557	631
80062480169	632
80062822277	633
80081291810	634
80081968930	635
80082431877	636
81010974091	637
81011159031	638
81011807736	639
81011910685	640
81012649315	641
81021384078	642
81021701178	643
81022050615	644
81030555861	645
81031738113	646
81032816708	647
81040446764	648
81041210009	649
81041609812	650
81042082694	651
81042484984	652
81051948358	653
81052178350	654
81052595917	655
81052879152	656
81053057256	657
81060856477	658
81062825727	659
81062879177	660
81082360455	661
81083096052	662
82010271881	663
82010785395	664
82012583199	665
82021370252	666
82021883604	667
82022276939	668
82030752968	669
82030808843	670
82032296660	671
82032346679	672
82041301001	673
82041369274	674
82043181962	675
82050929658	676
82050934731	677
82051382908	678
82052457375	679
82061173187	680
82063139769	681
82070874097	682
82071595672	683
82071694142	684
82072964907	685
88011110541	686
88030812621	687
88042117058	688
88070701442	689
88122914574	690
